model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA2-7B,W16A16,GPU,1280,9.0,93.07875894988067,BA,8,False,False,True,0,16,2,1,12960954400.0,207586197504.0,12971496448.0,4.236423918409201,0.02111541766109785,0.7086104180039113,2.7809402880000005,0.0012420833918292853,0.266156543657852,0.45835916769451074,4.483284830015817,0.0032236480000000004,0.20892149936824372,2.719117994666666,0.4408474479809069,0.1591289962094623,0.049792503158781413,1.11117424,2.7190087679999997,0.00010922666666666666,0.0,0.0,0.4408474479809069,760615797.2676609,742147631.5865088,11150347.468799999,5860952.637440001,435714.78527999995,966624.8376319997,741689387.90912,18364080.586751997,96862.4447488,726.9580800000001,361381.23264,48832.18432,54525.952
